# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "1" "-t" "exon" "-g" "gene_id" "-a" "annotation.gtf" "-o" "mouse_cns_E18_rep1.counts.txt" "./mouse_cns_E18_rep1.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	./mouse_cns_E18_rep1.Aligned.sortedByCoord.out.bam
ENSMUSG00000068457	chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY	433304;433587;433587;433587;434114;434463;436025;436025;436025;436025;436025;436025;439208;439208;439208;439208;439208;439208;466313;466313;466313;466313;466313;466313;467479;467479;467479;467479;467479;467479;471315;471315;471315;471315;471315;471315;473291;473291;473291;473291;473291;473291;474101;474101;474101;474101;474101;474101;474250;474250;474250;474250;474250;474250;488391;488391;488391;488391;488391;488391;488392;489212;489212;489212;489212;489212;489212;489212;490598;490598;490598;490598;490598;490598;490598;494350;494350;494350;494350;494350;494350;494350;494404;497247;497618;497622;497622;504533;504533;504533;504533;504533;504533;504533;504533;505566;505566;505566;505566;505566;506408;506408;506408;506408;506408;506408;506408;507347;507347;507347;507347;507347;507347;507347;508990;511171;511171;511171;511171;511171;511171;511171;511171;512934;512934;512934;512934;512934;512934;512934;512939;523217;523217;523217;523217;523217;523217;523217;523217;523220;525779;525779;525779;525779;525779;525779;525779;525779;525779;533649;533649;533649;533649;533649;533649;533649;533649;535740;535898;535898;535898;535898;535898;535898;535898;535898;560940;560940;560940;560940;560940;560940;560940;560940;563138;576154;576154;576154;576154;576154;576154;576154;576154;576154;576435;581599;581599;581599;581599;581599;581599;581599;581599;581599;581599;581850;581850;581850;581850;581850;581850;581850;581850;581956;581956;582043;582043;582043	435016;435016;435016;435016;435016;435016;436195;436195;436195;436195;436195;436195;439334;439334;439334;439334;439334;439334;466454;466454;466454;466454;466454;466454;467666;467666;467666;467666;467666;467666;471429;471429;471429;471429;471429;471429;473439;473439;473439;473439;473439;473439;474175;474175;474175;474175;474175;474175;474314;474314;474314;474314;474314;474314;488596;488596;488596;488596;488596;488596;488596;489317;489317;489317;489317;489317;489317;489317;490727;490727;490727;490727;490727;490727;490727;495077;495077;495077;495077;495077;495077;495077;495077;497673;497673;497657;497673;504628;504628;504628;504628;504628;504628;504628;504628;505700;505700;505700;505629;505700;506627;506627;506627;506627;506627;506627;506627;507397;507445;507445;507445;507445;507445;507445;510271;511297;511297;511297;511297;511297;511297;511297;511297;513027;513027;513027;513027;513027;513027;513027;513027;523251;523251;523251;523251;523251;523251;523251;523251;523251;525833;525833;525833;525833;525833;525833;525833;525833;525833;533769;533769;533769;533769;533769;533769;533769;533769;535956;535956;535956;535956;535956;535956;535956;535956;535956;560989;560989;560989;560989;560989;560989;560989;560989;563269;576262;576262;576262;576262;576262;576262;576262;576262;576262;576590;581662;581662;581662;581662;581662;581662;581662;581659;581662;581662;582181;582137;581910;581955;581955;582167;581955;582161;582182;582202;582199;582134;582145	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7687	611
ENSMUSG00000068566	chr7;chr7;chr7;chr7;chr7;chr7	289040;290558;293205;293205;296724;296724	289326;290793;293292;293292;299346;299346	+;+;+;+;+;+	3234	648
ENSMUSG00000069044	chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY	635400;639816;640729;641056;644123;644294;646953;650171;651006;652368;652906;655500;661302;668764;670057;672707;676435;677864;678215;686969;688305;688593;692582;693177;701104;703499;704471;717627;719759;720635;721713;727718;730412;732053;748861;768616;770746;771249;771702;778828;780946;783273;785294;790613;791051;795329;795966	635540;639911;640941;641212;644211;644514;647138;650300;651243;652491;653653;655641;661475;668954;670277;672929;676581;678010;678323;687138;688430;688718;692860;693307;701224;703651;704711;717841;719854;720977;721800;727851;730548;732259;748965;768768;770881;771500;771817;779046;781058;783352;785439;790754;791127;795363;796225	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8098	0
ENSMUSG00000069045	chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY	597158;600013;600239;601284;601471;602018;602272;602802;603038;603546;606148;615340;615866;616753;619344;620765;622922	599810;600143;600392;601401;601652;602162;602416;602962;603136;603631;606283;615439;616021;616882;619391;620825;623056	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4640	1333
ENSMUSG00000069049	chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY	346986;347038;347038;347042;347067;347703;347703;347703;347703;347703;348283;348283;348283;348283;348491;348491;348491;348491;349822;349822;351077;351077;351077;351077;352500;352500;352500;352606;353033;353807;353807;356429;356429;356429;359549;359745;359745;364631;364631;364631	347128;347128;347128;347128;347128;347766;347766;347766;347766;347766;348410;348410;348410;348410;348742;348612;348612;348612;349916;349916;351235;351235;351904;351235;353951;352542;352634;353127;353127;353956;353951;356598;356598;356598;359917;359917;359917;365290;365037;364851	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4166	2168
ENSMUSG00000069053	chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY	155156;157264;157495;157635;157893;158589;158902;159587;161891;162085;162342;162621;162814;163205;165209;165584;167702;168018;168767;168947;170618;178411;178623;179367;179577;179830	155257;157380;157550;157803;158027;158695;158992;159719;161988;162231;162518;162725;162894;163360;165374;165780;167766;168213;168841;169139;170706;178503;178814;179468;179677;180667	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3981	17
ENSMUSG00000069633	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	457106;457109;459288;460273;460273;463221;463923;463923;463923;465784;465784;467573;467573;467573	459434;457309;459434;460334;460334;463746;464100;464100;464100;465971;465971;467645;467680;467670	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3391	25
ENSMUSG00000069806	chr7;chr7;chr7;chr7;chr7;chr7	333056;336657;338546;338987;365537;366281	333136;336880;338631;339126;365681;367810	+;+;+;+;+;+	2206	940
ENSMUSG00000071019	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	983079;983813;985909;985909;989767;989767;990369;990369;997034;997034	984051;984051;986033;986033;989910;989910;990467;990467;997164;997164	-;-;-;-;-;-;-;-;-;-	1472	0
ENSMUSG00000071454	chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12	572382;572392;572392;572392;572418;572434;572435;572436;572454;572464;572466;572467;572471;572476;572524;572537;572621;572985;573042;589172;589172;589172;589172;589172;589172;589172;589172;589172;589172;589172;589172;589172;589172;589172;589172;589172;589172;589172;589173;591907;591907;591907;591907;591907;591907;591907;591907;591907;591907;591907;591907;591907;591907;591907;591907;591907;591907;591907;596650;596650;596650;596650;596650;596650;596650;596650;596650;596650;596650;596650;596650;596650;596650;596650;596650;596650;596650;617607;617607;617607;617607;617607;617607;617607;617607;617607;617607;617607;617607;617607;617607;617607;617607;632811;632811;632811;632811;632811;632811;632811;632811;632811;632811;632811;632811;632811;632811;632811;632811;632917;632923;643918;643918;643918;643918;643918;643918;643918;643918;643918;643918;643918;643918;643918;643918;643918;643918;643918;643918;643918;643918;648224;648224;648224;648224;648224;648224;648224;648224;648224;648224;648224;648224;648224;648224;648224;648224;648224;648224;648224;662674;686739;686739;686739;686739;686739;686739;686739;686739;686739;686739;686739;686739;686739;686739;686739;686739;686739;686757;718413;718413;718413;718413;718413;718413;718413;718413;718413;718413;718413;718413;718413;718413;718413;718413;718413;718413;718413;719541;732619;732619;732619;732619;732619;732619;732619;732619;732619;732619;732619;732619;732619;732619;732619;734940;734940;734940;734940;734940;734940;734940;734940;734940;734940;734940;734940;734940;734940;734940;734940;734940;734940;748426;748426;748426;748426;748426;748426;748426;748426;748426;748426;748426;748426;748426;748426;748426;748426;748426;748426;749290;749471;749471;749471;749471;749471;749471;749471;749471;749471;749471;749471;749471;749471;749471;749471;749471;749471;749471;749544;751812;751812;751812;751812;751812;751812;751812;751812;751812;751812;751812;751812;751812;751812;751812;751812;751812;751812;751812;754097;754097;754097;754097;754097;754097;754097;754097;772588;772588;772588;772588;772588;772588;772588;772588;772588;772588;772588;772588;772588;772588;772588;772588;772588;772588;773552;773552;773552;773552;773552;773552;773552;773552;773552;773552;773552;773552;773552;773552;774316;774526;774571;774571;774571;774571;776060;776060;776060;776060;776060;776060;779549;779620;779620;779620;779620;779620;779620;779620;779620;779620;779620;779620;779620;779620;779620;781107;781107;781107;781107;781107;781107;781107;781107;781107;781107;781107;781107;781107;781107;781107;781107;781107;781107;781115	572647;572647;572647;572647;572647;572647;572647;572647;572647;572647;572647;572647;572647;572647;572647;572647;572647;573232;573232;589238;589238;589238;589238;589238;589238;589238;589238;589238;589238;589238;589238;589238;589238;589238;589238;589238;589238;589238;589238;591986;591986;591986;591986;591986;591986;591986;591986;591986;591986;591986;591986;591986;591986;591986;591986;591986;591986;591986;596862;596862;596862;596862;596862;596862;596852;596862;596862;596862;596862;596862;596862;596862;596862;596862;596862;596862;596862;617691;617691;617691;617691;617691;617691;617691;617691;617691;617691;617691;617691;617691;617691;617691;617691;632964;632964;632964;632964;632964;632964;632964;632964;632964;632964;632913;632964;632964;632964;632964;632964;632964;632964;644022;644022;644022;646787;644022;644022;644022;644022;644022;644022;644022;644022;644022;644022;644022;644022;644022;644022;644022;644022;648389;648389;648389;648389;648389;648389;648389;648389;648389;648389;648389;648389;648389;648389;648389;648389;648389;648389;648389;663242;686862;686862;686862;686862;686862;686862;686862;686862;686862;686862;686862;686862;686862;686862;686862;686862;686862;686862;718489;718489;718489;718489;718489;718489;718489;718489;718489;718968;718489;718489;721089;718489;718489;718489;718489;718489;718489;719658;732707;732707;732707;732707;732707;732707;732707;732707;732707;732707;732707;732707;732707;732707;732707;735026;735026;735026;735026;735026;735026;735026;735026;735026;735026;735026;735026;735026;735026;735026;735026;735026;735026;748510;748510;748510;748510;748510;748510;748510;748510;748510;748510;748510;748510;748510;748510;748510;748510;748510;748510;749583;749583;749583;749583;749583;749583;749583;749474;749583;749583;749583;749583;749583;749583;749583;749583;749583;749583;749583;749583;751907;751907;751907;751907;751903;751907;751907;751907;751907;751907;751907;751907;751907;751907;751907;751907;751907;751907;751907;754116;754116;754116;754116;754116;754116;754116;754116;772746;772746;772746;772746;772746;772746;772746;772746;772746;772746;772746;772746;772746;772746;772746;772746;772746;772746;773640;773640;773640;773640;773640;773640;773640;773640;773640;773640;773640;773640;773640;773640;774574;774610;774592;774610;774610;774592;776109;776109;776109;776109;776109;776109;779654;779654;779654;779654;779654;779654;779654;779654;779654;779654;779654;779654;779654;779654;779654;781395;781142;781395;781397;781393;781398;781395;781398;781359;781395;781796;781395;781142;781384;781398;781398;781505;781391;781398	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9579	365
ENSMUSG00000071456	chr12;chr12;chr12	405309;407645;426502	406711;407924;426644	-;-;-	1826	26
ENSMUSG00000071613	chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14	133998;134865;134900;135978;135978;136786;136786;140469;195549	134131;135026;135026;136108;136108;136967;136967;141609;195623	+;+;+;+;+;+;+;+;+	1825	88
ENSMUSG00000074417	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	687073;737954;835845;838347;838347;845584;845584;845584;846146;846146;846146;846670;846670;846670;847105;847105;848544;848544;848544;848998;848998;848998;849464;849464;849464;849654;849654;849654	687122;738168;836029;838396;838396;845885;845885;845885;846441;846441;846441;846977;846977;846977;847388;847388;848848;848848;848848;849281;849281;849281;849498;849498;849498;849686;849694;849722	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2383	0
ENSMUSG00000074419	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	768384;768384;768400;772844;773127;773127;773127;773128;773693;774217;774217;774217;774650;774650;774650;776099;776099;776099;776555;776555;776555;777021;777021;777021;777211;777211;777211	768606;768606;768606;772893;773428;773414;773428;773428;773988;774524;774524;774524;774933;774933;774933;776403;776403;776403;776838;776838;776838;777055;777055;777055;777289;777271;777299	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2176	0
ENSMUSG00000074485	chr8	842097	842395	-	299	0
ENSMUSG00000074491	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	707065;708625;716065;717195;717195;717215;717418;717418;717418;717739;717739;718343;718346;718561;718561;718769;719477;720592	708049;708826;716556;717309;717309;717309;717553;717565;717565;717827;717827;718446;718446;718653;718622;718821;719586;720651	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2451	0
ENSMUSG00000074497	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	353416;353438;364629;364629;380259;380263;381834;381834;384898;384898;386361;386361;386637;386923;387635;388002;388278;388724	353730;353730;364756;364752;380520;380520;381980;381980;385008;385008;386417;386417;386681;386966;387711;388103;388418;390295	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3001	0
ENSMUSG00000074558	chr9;chr9;chr9;chr9	37112;37182;37716;38193	37176;37480;37898;38316	+;+;+;+	671	0
ENSMUSG00000074561	chr9;chr9;chr9	25418;26050;26264	25968;26055;26387	+;+;+	681	0
ENSMUSG00000074562	chr9;chr9;chr9;chr9	23548;23618;24413;25095	23612;23944;24567;25218	+;+;+;+	671	0
ENSMUSG00000074563	chr9;chr9;chr9;chr9	17409;17479;17788;18899	17473;17610;18137;19022	+;+;+;+	671	0
ENSMUSG00000074564	chr9;chr9;chr9;chr9;chr9	15655;16134;16443;16911;17087	15722;16207;16733;17026;17210	+;+;+;+;+	673	0
ENSMUSG00000074565	chr9;chr9;chr9;chr9	13171;13211;14006;14221	13205;13537;14160;14344	+;+;+;+	641	0
ENSMUSG00000075296	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	972329;977500;978062;978415;978654;978852;979231;980007;980693;981009	972613;977661;978171;978534;978738;978932;979616;980172;980791;981645	+;+;+;+;+;+;+;+;+;+	2131	12
ENSMUSG00000075702	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	414688;414706;414871;416265;416265;416265;416490;416490;416846;417006;417006	415076;415076;415076;417351;416299;416299;416923;416523;416923;417133;417354	+;+;+;+;+;+;+;+;+;+;+	1479	138
ENSMUSG00000078216	chrX	993615	995573	-	1959	0
ENSMUSG00000078217	chrX	907012	908970	+	1959	0
ENSMUSG00000078218	chrX	748110	750051	+	1942	0
ENSMUSG00000078219	chrX	665479	667437	-	1959	0
ENSMUSG00000078220	chrX	461362	463320	-	1959	0
ENSMUSG00000078221	chrX	410669	412627	+	1959	0
ENSMUSG00000078222	chrX	241671	243629	-	1959	0
ENSMUSG00000078365	chr4;chr4;chr4	797805;797931;799061	799252;799057;799104	-;-;-	1448	0
ENSMUSG00000078366	chr4	111496	112505	-	1010	0
ENSMUSG00000078367	chr4	99178	100187	+	1010	0
ENSMUSG00000078488	chr10;chr10	584781;605884	584809;605912	+;+	58	0
ENSMUSG00000078813	chr7;chr7;chr7;chr7	611701;614374;615285;616919	612962;614626;615463;617442	-;-;-;-	2218	18
ENSMUSG00000078814	chr7;chr7;chr7;chr7	510166;510612;510874;511357	510429;510627;510882;511621	+;+;+;+	554	0
ENSMUSG00000078815	chr7;chr7;chr7;chr7	425424;431157;432538;435421	425753;431230;432674;435658	+;+;+;+	779	0
ENSMUSG00000078816	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	303641;303772;304433;304433;305600;305600;310821;310821;311093;311093;312646;312646;313955;313955;314390;314390;314769;314769;315270;316275;319187;319832;319832;322641;322641;322818;322818;323757;323757;327726;327726;329345;329345;330138;330138;330456;330456	304085;304085;304463;304463;305681;305681;310931;310931;311223;311223;312801;312801;314088;314088;314476;314476;314797;314797;315283;316284;319312;320019;320019;322731;322731;322879;322879;323894;323894;327805;327805;329451;329451;330277;330277;330676;330714	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2421	238
ENSMUSG00000078817	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	221512;225248;228392;230970;233089;233877;235152;235156;239832;239832;245331;249235;249253	222561;225417;228561;231139;233258;234046;235325;235325;241511;241511;245410;249540;249741	-;-;-;-;-;-;-;-;-;-;-;-;-	4341	0
ENSMUSG00000079179	chr12;chr12;chr12;chr12;chr12;chr12;chr12	236612;237286;237592;238030;241523;247353;249740	236701;237412;237660;238112;241578;247438;249999	+;+;+;+;+;+;+	771	90
ENSMUSG00000079397	chr14	995595	995775	+	181	0
ENSMUSG00000079398	chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14	950020;950020;950020;951074;951074;951074;951875;951875;951875;951989;952094;952170;958220	950146;950146;950146;951204;951204;951204;952056;952056;951985;952056;952099;952175;958266	+;+;+;+;+;+;+;+;+;+;+;+;+	499	0
ENSMUSG00000079399	chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14	677735;677735;679197;679197;794495;794495;915786;917248;930406;931273;931273;931273;932389;932389;932389;933197;933197;933197;933274;935255;935255;935265	677818;677818;679309;679309;794628;794628;915869;917360;930539;931434;931434;931434;932519;932519;932519;933378;933268;933378;933378;936396;936396;935339	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2279	112
ENSMUSG00000079402	chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14	757742;759221;762512;773195;773230;774311;774311;775119;775119;775560;777843	757845;759333;762661;773356;773356;774441;774441;775300;775300;775565;778926	+;+;+;+;+;+;+;+;+;+;+	1932	0
ENSMUSG00000079403	chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14	740224;740287;741148;741148;742266;742266;743074;743074;748344	740415;740415;741309;741309;742396;742396;743259;743256;748654	+;+;+;+;+;+;+;+;+	982	0
ENSMUSG00000079404	chr14;chr14;chr14;chr14	609812;617310;618078;648883	609975;617483;618270;650049	+;+;+;+	1698	0
ENSMUSG00000079405	chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14	443186;518339;519818;523109;533792;533792;534908;534908;535716;535716;536157;538440	443265;518442;519930;523258;533953;533953;535038;535038;535897;535897;536162;539523	+;+;+;+;+;+;+;+;+;+;+;+	2012	0
ENSMUSG00000079406	chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14	438336;439798;500821;500879;501745;501745;502863;502863;503671;503671;508941	438419;439910;501012;501012;501906;501906;502993;502993;503856;503853;509240	+;+;+;+;+;+;+;+;+;+;+	1168	0
ENSMUSG00000079407	chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14	262352;262414;263243;269913;270681;298563;300111;304676;304676	262577;262577;263728;270086;270873;299657;300283;305842;305075	+;+;+;+;+;+;+;+;+	3514	19
ENSMUSG00000079408	chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14	214540;224447;225236;225236;226325;226325;227126;227126;233477;233477	214619;224502;225397;225397;226455;226455;227308;227308;234362;233523	+;+;+;+;+;+;+;+;+;+	1498	205
